id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,post_collection_filter
LS027,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的儿童摄影服务公司,广州,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS028,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的美容美发服务公司,广州,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS029,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的宠物美容服务公司,广州,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS030,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个广州的汽车维修保养服务公司,广州,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS031,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的家政服务公司,深圳,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS032,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的搬家服务公司,深圳,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS033,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的家庭保洁服务公司,深圳,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS034,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的月嫂服务公司,深圳,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS035,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的房屋装修服务公司,深圳,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS036,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的婚庆服务公司,深圳,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS037,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的儿童摄影服务公司,深圳,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS038,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的美容美发服务公司,深圳,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS039,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的宠物美容服务公司,深圳,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS040,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个深圳的汽车维修保养服务公司,深圳,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS041,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的家政服务公司,杭州,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS042,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的搬家服务公司,杭州,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS043,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的家庭保洁服务公司,杭州,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS044,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的月嫂服务公司,杭州,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS045,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的房屋装修服务公司,杭州,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS046,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的婚庆服务公司,杭州,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS047,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的儿童摄影服务公司,杭州,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS048,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的美容美发服务公司,杭州,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS049,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的宠物美容服务公司,杭州,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS050,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个杭州的汽车维修保养服务公司,杭州,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS051,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的家政服务公司,南京,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS052,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的搬家服务公司,南京,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS053,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的家庭保洁服务公司,南京,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS054,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的月嫂服务公司,南京,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS055,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的房屋装修服务公司,南京,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS056,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的婚庆服务公司,南京,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS057,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的儿童摄影服务公司,南京,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS058,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的美容美发服务公司,南京,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS059,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的宠物美容服务公司,南京,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS060,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个南京的汽车维修保养服务公司,南京,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS061,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个苏州的家政服务公司,苏州,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS062,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个苏州的搬家服务公司,苏州,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS063,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个苏州的家庭保洁服务公司,苏州,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS064,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个苏州的月嫂服务公司,苏州,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS065,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个苏州的房屋装修服务公司,苏州,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS066,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个苏州的婚庆服务公司,苏州,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS067,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个苏州的儿童摄影服务公司,苏州,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
